name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Watford,2021-08-31,17.5,13.5,15,17.5,13.5,15,11.6,80.5,0.054,100,12.5,rain,0,0,37.8,19.4,31.2,1029.5,96.6,26.3,71.3,6,3,,2021-08-31T06:12:27,2021-08-31T19:50:10,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-01,17.7,13.7,15.5,17.7,13.7,15.5,11.3,76.5,0,0,0,,0,0,36,19.7,36.8,1031,95,23.5,83.1,7.1,3,,2021-09-01T06:14:03,2021-09-01T19:47:56,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-02,19,14.4,16.2,19,14.4,16.2,11.3,72.9,0,0,0,,0,0,37.4,24.4,50.4,1028.1,87.7,22.3,117.2,10.1,4,,2021-09-02T06:15:39,2021-09-02T19:45:41,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-03,20.7,14,17.1,20.7,14,17.1,12.1,72.7,0,0,0,,0,0,28.8,16.5,68.7,1022,78.9,17.6,112.7,9.7,3,,2021-09-03T06:17:15,2021-09-03T19:43:26,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-04,18.4,12.7,16,18.4,12.7,16,12.5,79.8,0,0,0,,0,0,29.5,18.5,76.3,1019.1,80.3,15.2,76.1,6.5,3,,2021-09-04T06:18:51,2021-09-04T19:41:11,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-05,25.2,12.6,18.2,25.2,12.6,18.2,13.6,76.5,0,0,0,,0,0,27.7,12.4,87,1020.5,44.2,12.9,189.2,16.5,6,,2021-09-05T06:20:27,2021-09-05T19:38:55,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-06,27.4,12.8,19.8,27.5,12.8,19.8,14.5,74.5,0,0,0,,0,0,14.4,7.6,119.6,1023,32.9,13.9,164.7,14.1,5,,2021-09-06T06:22:04,2021-09-06T19:36:38,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-07,29,14.3,21.5,28.8,14.3,21.4,13.8,65.9,0,0,0,,0,0,27,14.9,115.7,1020.9,2.8,19.3,201.7,17.3,6,,2021-09-07T06:23:40,2021-09-07T19:34:22,0,Clear,Clear conditions throughout the day.,clear-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-08,28.8,15.9,21.6,28.1,15.9,21.4,13.4,63.2,0,0,0,,0,0,40.3,21.4,106.6,1013,21.9,14.9,194,16.7,7,,2021-09-08T06:25:16,2021-09-08T19:32:05,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-09,21.6,16,18.5,21.6,16,18.5,16.1,86.7,2.522,100,12.5,rain,0,0,41.4,20.4,200.2,1008.4,81.2,16.8,94,7.9,4,,2021-09-09T06:26:52,2021-09-09T19:29:47,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-10,21.2,16.6,18.2,21.2,16.6,18.2,15.9,86.7,2.824,100,16.67,rain,0,0,37.4,18.1,220.2,1010.3,80.5,22.6,59.8,5.2,2,,2021-09-10T06:28:28,2021-09-10T19:27:29,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-11,22,14.7,18.4,22,14.7,18.4,13.5,74.6,0.012,100,4.17,rain,0,0,34.9,19,255.5,1015.9,72.4,26.9,119.4,10.3,5,,2021-09-11T06:30:04,2021-09-11T19:25:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-12,20.1,11.6,16,20.1,11.6,16,11.1,74.1,0,0,0,,0,0,22.3,12.4,352.7,1018.7,64.7,28.8,108.8,9.4,4,,2021-09-12T06:31:41,2021-09-12T19:22:53,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-13,20.2,13.1,16.4,20.2,13.1,16.4,11.9,76,0,0,0,,0,0,36.7,19.6,93.4,1017.9,70.9,30.3,98.6,8.5,4,,2021-09-13T06:33:17,2021-09-13T19:20:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-14,19.4,15.3,16.8,19.4,15.3,16.8,15.1,90.2,13.225,100,12.5,rain,0,0,25.6,13.1,58.3,1012,86.5,12.1,45.4,4,3,,2021-09-14T06:34:53,2021-09-14T19:18:16,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-15,20.6,13.1,16.5,20.6,13.1,16.5,13,80.9,0.154,100,8.33,rain,0,0,28.8,14.8,342.6,1014.2,63.3,15.5,105.7,9.1,4,,2021-09-15T06:36:29,2021-09-15T19:15:57,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03680099999,D5621,03660099999,03672099999,03781099999,D4121,E4320,03772099999,03770099999"
Watford,2021-09-16,22.5,10.1,15.8,22.5,10.1,15.8,12.2,81.3,0.007,100,4.17,rain,0,0,28.4,14.7,246.2,1017.4,25.5,16.8,180.5,15.6,7,,2021-09-16T06:38:06,2021-09-16T19:13:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-17,20.7,12.9,16.2,20.7,12.9,16.2,12.6,80.5,0,0,0,,0,0,30.6,13.8,204.7,1014.7,56.2,20.3,127.5,11,5,,2021-09-17T06:39:42,2021-09-17T19:11:19,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-18,23.4,11.6,17.4,23.4,11.6,17.4,12.4,75,0.042,100,4.17,rain,0,0,29.9,15.9,149.8,1013.9,54.2,22,122.4,10.4,5,,2021-09-18T06:41:19,2021-09-18T19:09:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-19,17.7,13.4,15.8,17.7,13.4,15.8,13.7,87.2,2.501,100,8.33,rain,0,0,26.6,11.9,318.6,1014.4,67.6,17.1,55,4.7,3,,2021-09-19T06:42:56,2021-09-19T19:06:41,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,F1762,03772099999,03770099999"
Watford,2021-09-20,19.1,11.3,15.1,19.1,11.3,15.1,11.5,79.6,0,0,0,,0,0,36,18.5,354.3,1022.7,57.5,25.4,94,7.9,4,,2021-09-20T06:44:32,2021-09-20T19:04:22,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-21,20.8,9.8,14.9,20.8,9.8,14.9,10.7,78.2,0,0,0,,0,0,21.2,9.9,312.8,1030.1,38.9,21.1,148,12.7,6,,2021-09-21T06:46:09,2021-09-21T19:02:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-22,21.1,9,14.8,21.1,9,14.8,10.8,79.1,0.024,100,4.17,rain,0,0,33.1,21.7,251.5,1027.7,13.4,19.9,146.4,12.7,6,,2021-09-22T06:47:46,2021-09-22T18:59:43,0.55,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-23,21.3,11.3,15.9,21.3,11.3,15.9,12.7,81.9,0,0,0,,0,0,46.8,21,256.7,1020.4,46.1,25.3,94.1,8.1,3,,2021-09-23T06:49:23,2021-09-23T18:57:24,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-24,23.5,12.5,17,23.5,12.5,17,13.2,79.9,0.042,100,4.17,rain,0,0,35.6,17.7,243.6,1016.1,43.7,23.3,159,13.7,6,,2021-09-24T06:51:01,2021-09-24T18:55:06,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-25,18,13.4,16.5,18,13.4,16.5,14.9,90.7,0.006,100,4.17,rain,0,0,22,12.3,237.1,1014.3,77,14.6,30.3,2.7,1,,2021-09-25T06:52:38,2021-09-25T18:52:47,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-26,21.9,12.6,16.4,21.9,12.6,16.4,13.5,84.3,0,0,0,,0,0,38.5,21.4,206.8,1011.7,67.9,17,90.1,7.7,4,,2021-09-26T06:54:16,2021-09-26T18:50:28,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-27,17.7,11.2,15.5,17.7,11.2,15.5,10.8,75.3,5.181,100,8.33,rain,0,0,58.5,32.9,227.5,1010.3,54,27.2,120.4,10.5,6,,2021-09-27T06:55:54,2021-09-27T18:48:10,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-09-28,17.1,9.6,13,17.1,8,12.7,10.3,84.2,2.339,100,8.33,rain,0,0,64.8,31.2,194.4,1015.7,61,20.8,106.4,9.3,6,,2021-09-28T06:57:32,2021-09-28T18:45:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-29,14.7,8.2,11.2,14.7,6.1,10.6,6.6,75.4,15.804,100,12.5,rain,0,0,58,27.7,285.6,1019,29.5,37.1,129.7,11.1,7,,2021-09-29T06:59:10,2021-09-29T18:43:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D0265,03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-09-30,15.4,6,11.8,15.4,6,11.4,9.3,85.3,0.579,100,12.5,rain,0,0,64.4,28.1,214.5,1020.5,81.6,19.3,43,3.5,2,,2021-09-30T07:00:48,2021-09-30T18:41:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-01,17,8.6,14.4,17,8,14.4,10.6,79,3.696,100,12.5,rain,0,0,59.4,26.1,237.3,1009.9,58.1,23.6,78.8,6.7,3,,2021-10-01T07:02:27,2021-10-01T18:38:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-02,14.5,6.8,11,14.5,6.3,10.8,9.6,90.8,15.216,100,8.33,rain,0,0,64.8,25.2,175,998.8,74.3,20.6,20.7,1.6,1,,2021-10-02T07:04:06,2021-10-02T18:36:42,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-10-03,16,9.5,12.1,16,9,12.1,8.9,81.5,2.889,100,8.33,rain,0,0,53.4,30.9,236,997.1,47.5,38.5,106.1,9.2,5,,2021-10-03T07:05:45,2021-10-03T18:34:25,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-10-04,15.7,9.9,12.3,15.7,8.1,12.2,9.7,84.9,3.786,100,12.5,rain,0,0,57.6,23.3,205.2,1008,53.3,25.7,109,9.6,6,,2021-10-04T07:07:24,2021-10-04T18:32:09,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-10-05,14.2,10.3,12.4,14.2,10.3,12.4,9.1,81.1,14.965,100,16.67,rain,0,0,58.9,29.9,253.7,1002.1,56.8,31.2,57.7,5,3,,2021-10-05T07:09:04,2021-10-05T18:29:53,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,F4685,03772099999,03770099999"
Watford,2021-10-06,16.3,9.5,12.3,16.3,6.9,12,7,71.1,0.042,100,4.17,rain,0,0,55.8,27.1,283.6,1018.1,24,38.7,146.3,12.4,6,,2021-10-06T07:10:44,2021-10-06T18:27:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-10-07,17.2,11.6,14.7,17.2,11.6,14.7,13.3,91.2,0.06,100,8.33,rain,0,0,25.9,12.4,199.6,1025.8,89.6,15.6,33,2.9,2,,2021-10-07T07:12:24,2021-10-07T18:25:23,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-08,16.9,14,15.3,16.9,14,15.3,13.6,90.2,0.141,100,12.5,rain,0,0,16.2,10.4,178.3,1029.5,98.5,14.1,37.3,3.1,2,,2021-10-08T07:14:04,2021-10-08T18:23:09,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,F6665,03772099999,03770099999"
Watford,2021-10-09,17.8,7.3,11.9,17.8,7.3,11.8,9.3,85.7,0.034,100,4.17,rain,0,0,15.1,7.6,347,1028.7,38.9,7.5,102.3,8.9,5,,2021-10-09T07:15:45,2021-10-09T18:20:55,0.11,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03680099999,03660099999,03672099999,03781099999,E4320,D4121,03772099999,03770099999"
Watford,2021-10-10,17.5,8.1,12.4,17.5,8,12.3,9.8,84.8,0.079,100,4.17,rain,0,0,31,14.3,339.2,1029.5,55.5,17.1,75.4,6.5,5,,2021-10-10T07:17:26,2021-10-10T18:18:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-11,15.3,7.2,10.4,15.3,5.9,10,7.2,81.6,0.006,100,4.17,rain,0,0,32,13.8,323.2,1030.6,33.9,24.9,99.3,8.5,5,,2021-10-11T07:19:08,2021-10-11T18:16:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,E0299,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-12,15.2,7.2,11,15.2,5.8,10.6,9,87.9,0.909,100,4.17,rain,0,0,39.2,19.2,323.4,1026.1,62.8,20.5,65.6,5.7,3,,2021-10-12T07:20:49,2021-10-12T18:14:18,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-13,15.3,7.5,11.4,15.3,6.9,11.3,9.2,86.6,0.077,100,8.33,rain,0,0,25.6,12.7,291.8,1027.8,73.3,26.3,73.4,6.3,4,,2021-10-13T07:22:31,2021-10-13T18:12:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,E4320,03772099999,03770099999"
Watford,2021-10-14,17.2,9.6,13.1,17.2,9.6,13.1,10,82.8,0.042,100,4.17,rain,0,0,38.2,22.9,251.5,1023.8,79.4,21.7,88,7.6,4,,2021-10-14T07:24:14,2021-10-14T18:09:57,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-15,13.5,7.7,12.1,13.5,7.7,12.1,8.2,77.6,0,0,0,,0,0,31.3,17.6,338.3,1020.3,85.3,26.4,45.2,4,2,,2021-10-15T07:25:56,2021-10-15T18:07:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-16,15.5,7,10.9,15.5,7,10.9,9.3,89.5,1.472,100,4.17,rain,0,0,21.6,9.1,136.5,1020.5,66.9,17.7,72.4,6.3,5,,2021-10-16T07:27:39,2021-10-16T18:05:39,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-17,16.4,9.5,12.4,16.4,9.5,12.4,10.5,89.2,0,0,0,,0,0,31,17.5,191.1,1017.3,55.1,17.2,53,4.5,3,,2021-10-17T07:29:22,2021-10-17T18:03:32,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-18,16.1,7.3,12.6,16.1,7.3,12.5,11.7,94.3,1.111,100,8.33,rain,0,0,47.5,18,184.8,1016.2,73.8,10.3,31,2.7,2,,2021-10-18T07:31:06,2021-10-18T18:01:25,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-19,19.5,16.1,17.4,19.5,16.1,17.4,15.4,88.5,0.335,100,8.33,rain,0,0,63.4,35.7,223.1,1011.7,93.5,10.3,64.1,5.3,4,,2021-10-19T07:32:50,2021-10-19T17:59:19,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-20,17.7,10.2,15.1,17.7,10.2,15.1,12.4,84.5,12.164,100,12.5,rain,0,0,66.6,34.1,228.3,998.8,69.1,18.2,66,5.7,3,,2021-10-20T07:34:34,2021-10-20T17:57:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-21,11.4,5.3,8.8,11.4,3.4,6.6,4.3,74.6,19.238,100,4.17,rain,0,0,55.1,28.2,304.5,1006.9,39.2,32.2,99.3,8.6,5,,2021-10-21T07:36:18,2021-10-21T17:55:10,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-22,12.8,5.1,8.9,12.8,2.6,7.5,5.3,78.5,0,0,0,,0,0,53.3,24.4,271.6,1020.7,52.1,28.5,81.3,7,5,,2021-10-22T07:38:03,2021-10-22T17:53:07,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
Watford,2021-10-23,13,8.9,10.9,13,8.1,10.8,7,77.9,0,0,0,,0,0,32,17.2,201.7,1024.9,92.7,34.2,39.6,3.2,2,,2021-10-23T07:39:48,2021-10-23T17:51:06,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"03680099999,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
